City No.,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
680,broome,42.2506,-75.833,53.17,89.0,90.0,5.01,US,1635150977.0
681,inhambane,-23.865,35.3833,78.17,67.0,100.0,9.75,MZ,1635150978.0
682,lucapa,-8.4192,20.7447,72.79,82.0,100.0,3.6,AO,1635150978.0
683,itupiranga,-5.1347,-49.3267,73.72,96.0,94.0,1.41,BR,1635150979.0
684,andenes,69.3143,16.1194,35.58,93.0,75.0,6.91,NO,1635150980.0
685,bamberg,49.8795,10.8863,43.93,69.0,95.0,3.51,DE,1635150923.0
686,zhigalovo,54.8097,105.1578,41.65,70.0,97.0,7.43,RU,1635150982.0
687,fuerte olimpo,-21.0415,-57.8738,60.62,74.0,86.0,4.16,PY,1635150982.0
688,mayo,38.8876,-76.5119,66.31,89.0,1.0,1.01,US,1635150983.0
689,noyabrsk,63.1994,75.4507,27.59,71.0,91.0,8.63,RU,1635150984.0
690,morehead,37.2711,-87.1764,61.3,97.0,90.0,5.75,US,1635150985.0
691,san carlos de bariloche,-41.1456,-71.3082,49.44,60.0,40.0,48.34,AR,1635150986.0
692,alyangula,-13.8483,136.4192,87.67,62.0,59.0,10.36,AU,1635150986.0
693,fairbanks,64.8378,-147.7164,24.76,90.0,75.0,0.0,US,1635150987.0
694,kingaroy,-26.5333,151.8333,64.44,100.0,75.0,8.05,AU,1635150988.0
695,san quintin,30.4833,-115.95,61.56,89.0,31.0,5.44,MX,1635150989.0
696,havelock,34.8791,-76.9013,75.18,91.0,100.0,7.29,US,1635150990.0
